epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
318,310,21,3,4,0,2,--,--,000,82,82,0,121442,121442
327,311,13,2,4,0,3,---,---,000,82,82,0,121442,121442
319,311,21,3,4,0,2,--,--,000,83,83,0,122923,122923
328,312,13,2,4,0,3,---,---,000,82,82,0,121442,121442
320,312,21,3,4,0,2,--,--,000,82,82,0,121442,121442
329,313,13,2,4,0,3,---,---,000,83,83,0,122923,122923
321,313,21,3,4,0,2,--,--,000,82,82,0,121442,121442
330,314,13,2,4,0,3,---,---,000,84,84,0,124404,124404
322,314,21,3,4,0,2,--,--,000,84,84,0,124404,124404
331,315,13,2,4,0,3,---,---,000,83,83,0,122923,122923
323,315,21,3,4,0,2,--,--,000,84,84,0,124404,124404
332,316,13,2,4,0,3,---,---,000,84,84,0,124404,124404
324,316,21,3,4,0,2,--,--,000,83,83,0,122923,122923
333,317,13,2,4,0,3,---,---,000,83,83,0,122923,122923
325,317,21,3,4,0,2,--,--,000,84,84,0,124404,124404
334,318,13,2,4,0,3,---,---,000,84,84,0,124404,124404
326,318,21,3,4,0,2,--,--,000,83,83,0,122923,122923
335,319,13,2,4,0,3,---,---,000,83,83,0,122923,122923
327,319,21,3,4,0,2,--,--,000,83,83,0,122923,122923
336,320,13,2,4,0,3,---,---,000,84,84,0,124404,124404
328,320,21,3,4,0,2,--,--,000,84,84,0,124404,124404
337,321,13,2,4,0,3,---,---,000,84,84,0,124404,124404
329,321,21,3,4,0,2,--,--,000,84,84,0,124404,124404
338,322,13,2,4,0,3,---,---,000,83,83,0,122923,122923
330,322,21,3,4,0,2,--,--,000,84,84,0,124404,124404
339,323,13,2,4,0,3,---,---,000,82,82,0,121442,121442
331,323,21,3,4,0,2,--,--,000,82,82,0,121442,121442
340,324,13,2,4,0,3,---,---,000,83,83,0,122923,122923
332,324,21,3,4,0,2,--,--,000,83,83,0,122923,122923
341,325,13,2,4,0,3,---,---,000,82,82,0,121442,121442
333,325,21,3,4,0,2,--,--,000,81,81,0,119961,119961
342,326,13,2,4,0,3,---,---,000,82,82,0,121442,121442
334,326,21,3,4,0,2,--,--,000,82,82,0,121442,121442
343,327,13,2,4,0,3,---,---,000,83,83,0,122923,122923
335,327,21,3,4,0,2,--,--,000,84,84,0,124404,124404
344,328,13,2,4,0,3,---,---,000,83,83,0,122923,122923
336,328,21,3,4,0,2,--,--,000,82,82,0,121442,121442
345,329,13,2,4,0,3,---,---,000,84,84,0,124404,124404
337,329,21,3,4,0,2,--,--,000,84,84,0,124404,124404
346,330,13,2,4,0,3,---,---,000,82,82,0,121442,121442
338,330,21,3,4,0,2,--,--,000,83,83,0,122923,122923
347,331,13,2,4,0,3,---,---,000,85,85,0,125885,125885
339,331,21,3,4,0,2,--,--,000,84,84,0,124404,124404
348,332,13,2,4,0,3,---,---,000,83,83,0,122923,122923
340,332,21,3,4,0,2,--,--,000,84,84,0,124404,124404
349,333,13,2,4,0,3,---,---,000,82,82,0,121442,121442
341,333,21,3,4,0,2,--,--,000,81,81,0,119961,119961
350,334,13,2,4,0,3,---,---,000,81,81,0,119961,119961
342,334,21,3,4,0,2,--,--,000,81,81,0,119961,119961
351,335,13,2,4,0,3,---,---,000,82,82,0,121442,121442
343,335,21,3,4,0,2,--,--,000,83,83,0,122923,122923
352,336,13,2,4,0,3,---,---,000,84,84,0,124404,124404
344,336,21,3,4,0,2,--,--,000,83,83,0,122923,122923
353,337,13,2,4,0,3,---,---,000,83,83,0,122923,122923
345,337,21,3,4,0,2,--,--,000,83,83,0,122923,122923
354,338,13,2,4,0,3,---,---,000,83,83,0,122923,122923
346,338,21,3,4,0,2,--,--,000,83,83,0,122923,122923
355,339,13,2,4,0,3,---,---,000,84,84,0,124404,124404
347,339,21,3,4,0,2,--,--,000,84,84,0,124404,124404
356,340,13,2,4,0,3,---,---,000,84,84,0,124404,124404
348,340,21,3,4,0,2,--,--,000,84,84,0,124404,124404
357,341,13,2,4,0,3,---,---,000,83,83,0,122923,122923
349,341,21,3,4,0,2,--,--,000,83,83,0,122923,122923
358,342,13,2,4,0,3,---,---,000,83,83,0,122923,122923
350,342,21,3,4,0,2,--,--,000,83,83,0,122923,122923
359,343,13,2,4,0,3,---,---,000,84,84,0,124404,124404
351,343,21,3,4,0,2,--,--,000,84,84,0,124404,124404
360,344,13,2,4,0,3,---,---,000,82,82,0,121442,121442
352,344,21,3,4,0,2,--,--,000,83,83,0,122923,122923
361,345,13,2,4,0,3,---,---,000,84,84,0,124404,124404
353,345,21,3,4,0,2,--,--,000,83,83,0,122923,122923
362,346,13,2,4,0,3,---,---,000,81,81,0,119961,119961
354,346,21,3,4,0,2,--,--,000,82,82,0,121442,121442
363,347,13,2,4,0,3,---,---,000,84,84,0,124404,124404
355,347,21,3,4,0,2,--,--,000,83,83,0,122923,122923
364,348,13,2,4,0,3,---,---,000,84,84,0,124404,124404
356,348,21,3,4,0,2,--,--,000,84,84,0,124404,124404
365,349,13,2,4,0,3,---,---,000,84,84,0,124404,124404
357,349,21,3,4,0,2,--,--,000,84,84,0,124404,124404
366,350,13,2,4,0,3,---,---,000,84,84,0,124404,124404
358,350,21,3,4,0,2,--,--,000,84,84,0,124404,124404
367,351,13,2,4,0,3,---,---,000,83,83,0,122923,122923
359,351,21,3,4,0,2,--,--,000,84,84,0,124404,124404
368,352,13,2,4,0,3,---,---,000,83,83,0,122923,122923
360,352,21,3,4,0,2,--,--,000,82,82,0,121442,121442
369,353,13,2,4,0,3,---,---,000,84,84,0,124404,124404
361,353,21,3,4,0,2,--,--,000,84,84,0,124404,124404
370,354,13,2,4,0,3,---,---,000,82,82,0,121442,121442
362,354,21,3,4,0,2,--,--,000,82,82,0,121442,121442
371,355,13,2,4,0,3,---,---,000,84,84,0,124404,124404
363,355,21,3,4,0,2,--,--,000,84,84,0,124404,124404
372,356,13,2,4,0,3,---,---,000,81,81,0,119961,119961
364,356,21,3,4,0,2,--,--,000,82,82,0,121442,121442
373,357,13,2,4,0,3,---,---,000,83,83,0,122923,122923
365,357,21,3,4,0,2,--,--,000,83,83,0,122923,122923
374,358,13,2,4,0,3,---,---,000,84,84,0,124404,124404
366,358,21,3,4,0,2,--,--,000,84,84,0,124404,124404
375,359,13,2,4,0,3,---,---,000,84,84,0,124404,124404
367,359,21,3,4,0,2,--,--,000,84,84,0,124404,124404
376,360,13,2,4,0,3,---,---,000,83,83,0,122923,122923
368,360,21,3,4,0,2,--,--,000,83,83,0,122923,122923
377,361,13,2,4,0,3,---,---,000,83,83,0,122923,122923
369,361,21,3,4,0,2,--,--,000,83,83,0,122923,122923
378,362,13,2,4,0,3,---,---,000,84,84,0,124404,124404
370,362,21,3,4,0,2,--,--,000,83,83,0,122923,122923
379,363,13,2,4,0,3,---,---,000,81,81,0,119961,119961
371,363,21,3,4,0,2,--,--,000,82,82,0,121442,121442
380,364,13,2,4,0,3,---,---,000,83,83,0,122923,122923
372,364,21,3,4,0,2,--,--,000,83,83,0,122923,122923
381,365,13,2,4,0,3,---,---,000,82,82,0,121442,121442
373,365,21,3,4,0,2,--,--,000,83,83,0,122923,122923
382,366,13,2,4,0,3,---,---,000,84,84,0,124404,124404
