epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
102,94,3,1,2,0,2,--,--,000,1,1,0,98,98
102,94,7,1,2,0,2,--,--,000,1,1,0,98,98
94,94,10,2,2,0,1,-,-,000,1,1,0,98,98
94,94,9,2,2,0,1,-,-,000,1,1,0,98,98
86,94,12,3,2,0,2,--,--,000,1,1,0,98,98
86,94,14,3,2,0,2,--,--,000,1,1,0,98,98
78,94,16,4,2,0,3,---,---,000,1,1,0,98,98
78,94,18,4,2,0,3,---,---,000,1,1,0,98,98
70,94,20,5,2,0,4,----,----,000,1,1,0,98,98
71,95,30,5,2,0,4,----,----,000,1,1,0,98,98
70,95,31,5,2,0,4,----,----,000,1,1,0,98,98
71,95,33,5,2,0,4,----,----,000,1,1,0,98,98
102,94,5,1,2,0,2,--,--,000,2,2,0,196,196
181,173,5,1,2,0,2,--,--,000,41,41,0,60721,60721
182,174,5,1,2,0,2,--,--,000,83,83,0,122923,122923
183,175,5,1,2,0,2,--,--,000,82,82,0,121442,121442
184,176,5,1,2,0,2,--,--,000,82,82,0,121442,121442
185,177,5,1,2,0,2,--,--,000,84,84,0,124404,124404
186,178,5,1,2,0,2,--,--,000,84,84,0,124404,124404
187,179,5,1,2,0,2,--,--,000,83,83,0,122923,122923
188,180,5,1,2,0,2,--,--,000,83,83,0,122923,122923
189,181,5,1,2,0,2,--,--,000,82,82,0,121442,121442
190,182,5,1,2,0,2,--,--,000,84,84,0,124404,124404
191,183,5,1,2,0,2,--,--,000,83,83,0,122923,122923
192,184,5,1,2,0,2,--,--,000,84,84,0,124404,124404
193,185,5,1,2,0,2,--,--,000,83,83,0,122923,122923
194,186,5,1,2,0,2,--,--,000,82,82,0,121442,121442
195,187,5,1,2,0,2,--,--,000,84,84,0,124404,124404
196,188,5,1,2,0,2,--,--,000,82,82,0,121442,121442
197,189,5,1,2,0,2,--,--,000,83,83,0,122923,122923
198,190,5,1,2,0,2,--,--,000,83,83,0,122923,122923
199,191,5,1,2,0,2,--,--,000,84,84,0,124404,124404
200,192,5,1,2,0,2,--,--,000,85,85,0,125885,125885
201,193,5,1,2,0,2,--,--,000,82,82,0,121442,121442
202,194,5,1,2,0,2,--,--,000,83,83,0,122923,122923
203,195,5,1,2,0,2,--,--,000,82,82,0,121442,121442
204,196,5,1,2,0,2,--,--,000,83,83,0,122923,122923
205,197,5,1,2,0,2,--,--,000,82,82,0,121442,121442
206,198,5,1,2,0,2,--,--,000,84,84,0,124404,124404
207,199,5,1,2,0,2,--,--,000,85,85,0,125885,125885
208,200,5,1,2,0,2,--,--,000,85,85,0,125885,125885
209,201,5,1,2,0,2,--,--,000,83,83,0,122923,122923
210,202,5,1,2,0,2,--,--,000,80,80,0,118480,118480
211,203,5,1,2,0,2,--,--,000,83,83,0,122923,122923
212,204,5,1,2,0,2,--,--,000,83,83,0,122923,122923
213,205,5,1,2,0,2,--,--,000,83,83,0,122923,122923
214,206,5,1,2,0,2,--,--,000,82,82,0,121442,121442
215,207,5,1,2,0,2,--,--,000,81,81,0,119961,119961
216,208,5,1,2,0,2,--,--,000,82,82,0,121442,121442
217,209,5,1,2,0,2,--,--,000,83,83,0,122923,122923
218,210,5,1,2,0,2,--,--,000,83,83,0,122923,122923
219,211,5,1,2,0,2,--,--,000,82,82,0,121442,121442
220,212,5,1,2,0,2,--,--,000,84,84,0,124404,124404
221,213,5,1,2,0,2,--,--,000,83,83,0,122923,122923
222,214,5,1,2,0,2,--,--,000,84,84,0,124404,124404
