epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
127,103,1,1,4,0,3,---,---,000,1,1,0,98,98
127,103,5,1,4,0,3,---,---,000,1,1,0,98,98
119,103,9,2,4,0,2,--,--,000,1,1,0,98,98
120,104,13,2,4,0,2,--,--,000,1,1,0,98,98
112,104,17,3,4,0,4,----,----,000,1,1,0,98,98
112,104,21,3,4,0,4,----,----,000,1,1,0,98,98
127,103,3,1,4,0,3,---,---,000,1,1,0,98,98
127,103,7,1,4,0,3,---,---,000,1,1,0,98,98
119,103,11,2,4,0,2,--,--,000,1,1,0,98,98
120,104,15,2,4,0,2,--,--,000,1,1,0,98,98
112,104,19,3,4,0,4,----,----,000,1,1,0,98,98
112,104,23,3,4,0,4,----,----,000,1,1,0,98,98
97,105,31,5,4,0,4,----,----,000,1,1,0,98,98
97,105,33,5,4,0,4,----,----,000,1,1,0,98,98
89,105,35,6,4,0,2,--,--,000,1,1,0,98,98
89,105,37,6,4,0,2,--,--,000,1,1,0,98,98
89,105,39,6,4,0,2,--,--,000,1,1,0,98,98
89,105,41,6,4,0,2,--,--,000,1,1,0,98,98
81,105,43,7,4,0,3,---,---,000,1,1,0,98,98
81,105,45,7,4,0,3,---,---,000,1,1,0,98,98
81,105,47,7,4,0,3,---,---,000,1,1,0,98,98
81,105,49,7,4,0,3,---,---,000,1,1,0,98,98
129,105,1,1,4,0,3,---,---,000,1,1,0,98,98
129,105,3,1,4,0,3,---,---,000,1,1,0,98,98
129,105,5,1,4,0,3,---,---,000,1,1,0,98,98
129,105,7,1,4,0,3,---,---,000,1,1,0,98,98
121,105,9,2,4,0,2,--,--,000,1,1,0,98,98
121,105,11,2,4,0,2,--,--,000,1,1,0,98,98
121,105,13,2,4,0,2,--,--,000,1,1,0,98,98
121,105,15,2,4,0,2,--,--,000,1,1,0,98,98
113,105,17,3,4,0,4,----,----,000,1,1,0,98,98
113,105,19,3,4,0,4,----,----,000,1,1,0,98,98
113,105,21,3,4,0,4,----,----,000,1,1,0,98,98
113,105,23,3,4,0,4,----,----,000,1,1,0,98,98
1289,1265,1,1,4,0,3,---,---,000,1,1,0,98,98
1290,1265,5,1,4,0,3,---,---,000,1,1,0,98,98
1282,1266,9,2,4,0,2,--,--,000,1,1,0,98,98
1282,1266,13,2,4,0,2,--,--,000,1,1,0,98,98
105,105,25,4,4,0,1,-,-,000,2,2,0,196,196
105,105,26,4,4,0,1,-,-,000,2,2,0,196,196
97,105,28,5,4,0,4,----,----,000,2,2,0,196,196
98,106,31,5,4,0,4,----,----,000,1,1,0,98,98
90,106,35,6,4,0,2,--,--,000,1,1,0,98,98
90,106,39,6,4,0,2,--,--,000,1,1,0,98,98
83,107,43,7,4,0,3,---,---,000,1,1,0,98,98
83,107,47,7,4,0,3,---,---,000,1,1,0,98,98
1289,1265,3,1,4,0,3,---,---,000,1,1,0,98,98
1290,1265,7,1,4,0,3,---,---,000,1,1,0,98,98
1282,1266,11,2,4,0,2,--,--,000,1,1,0,98,98
1282,1266,15,2,4,0,2,--,--,000,1,1,0,98,98
1275,1267,19,3,4,0,4,----,----,000,1,1,0,98,98
1275,1267,23,3,4,0,4,----,----,000,1,1,0,98,98
1267,1267,26,4,4,0,1,-,-,000,1,1,0,98,98
1267,1267,25,4,4,0,1,-,-,000,1,1,0,98,98
97,105,30,5,4,0,4,----,----,000,2,2,0,196,196
98,106,33,5,4,0,4,----,----,000,1,1,0,98,98
90,106,37,6,4,0,2,--,--,000,1,1,0,98,98
90,106,41,6,4,0,2,--,--,000,1,1,0,98,98
83,107,45,7,4,0,3,---,---,000,1,1,0,98,98
83,107,49,7,4,0,3,---,---,000,1,1,0,98,98
1259,1267,28,5,4,0,4,----,----,000,1,1,0,98,98
1259,1267,31,5,4,0,4,----,----,000,1,1,0,98,98
1251,1267,35,6,4,0,2,--,--,000,1,1,0,98,98
1252,1268,37,6,4,0,2,--,--,000,1,1,0,98,98
1251,1267,39,6,4,0,2,--,--,000,1,1,0,98,98
1252,1268,41,6,4,0,2,--,--,000,1,1,0,98,98
1243,1267,43,7,4,0,3,---,---,000,1,1,0,98,98
1244,1268,45,7,4,0,3,---,---,000,1,1,0,98,98
1243,1267,47,7,4,0,3,---,---,000,1,1,0,98,98
1244,1268,49,7,4,0,3,---,---,000,1,1,0,98,98
